id,year,fare,dist,passen,concen
138,1999,176,718,210,0.4597000181674957
138,2000,191,718,217,0.4681999981403351
139,1997,227,1308,340,0.5274999737739563
139,1998,211,1308,352,0.4252000153064728
139,1999,291,1308,336,0.3615000247955322
139,2000,347,1308,305,0.30550000071525574
140,1997,100,682,391,0.696399986743927
140,1998,97,682,417,0.7811000347137451
140,1999,103,682,460,0.7847000360488892
140,2000,112,682,481,0.8059999942779541
141,1997,131,370,854,0.9524999856948853
141,1998,142,370,703,0.9646999835968018
141,1999,142,370,708,0.9630000591278076
141,2000,150,370,697,0.9626999497413635
142,1997,248,360,240,0.9405999779701233
142,1998,241,360,276,0.9350000023841858
142,1999,237,360,275,0.9502999782562256
142,2000,258,360,264,0.917900025844574
143,1997,101,611,2634,0.40130001306533813
143,1998,103,611,2698,0.40450000762939453
143,1999,106,611,2706,0.3684000074863434
143,2000,120,611,2613,0.3691999912261963
144,1997,256,430,142,0.8827999830245972
144,1998,226,430,174,0.8011000156402588
144,1999,257,430,153,0.8216999769210815
144,2000,225,430,192,0.6987000107765198
145,1997,72,314,1144,0.5087000131607056
145,1998,67,314,1071,0.3895999789237976
145,1999,61,314,1355,0.3931000232696533
145,2000,68,314,1333,0.3934999704360962
146,1997,146,337,112,0.5067999958992004
146,1998,173,337,116,0.460999995470047
146,1999,134,337,93,0.4052000045776367
146,2000,183,337,53,0.39180001616477966
147,1997,269,1217,499,0.6944999694824219
147,1998,278,1217,482,0.7216000556945801
147,1999,267,1217,504,0.6556999683380127
147,2000,320,1217,554,0.6118000149726868
148,1997,245,1491,351,0.6877999901771545
148,1998,229,1491,590,0.6862000226974487
148,1999,236,1491,703,0.6464999914169312
148,2000,254,1491,587,0.574999988079071
149,1997,102,408,757,0.9287999868392944
149,1998,96,408,1134,0.6290000081062317
149,1999,113,408,928,0.7623999714851379
149,2000,152,408,811,0.8364999890327454
150,1997,118,925,911,0.49330002069473267
150,1998,120,925,976,0.5446000099182129
150,1999,116,925,1070,0.5425999760627747
150,2000,124,925,1116,0.5425000190734863
151,1997,145,921,123,0.5383000373840332
151,1998,147,921,120,0.6363999843597412
151,1999,158,921,102,0.5283000469207764
151,2000,140,921,218,0.7364000082015991
152,1997,149,283,248,0.9711000323295593
152,1998,147,283,238,0.9740000367164612
152,1999,72,283,703,0.7045999765396118
152,2000,62,283,1202,0.7041000127792358
153,1997,175,1235,868,0.6000000238418579
153,1998,181,1235,751,0.5625
153,1999,182,1235,873,0.5532000064849854
153,2000,198,1235,939,0.5268999934196472
154,1997,134,516,330,0.7225000262260437
154,1998,136,516,192,0.5090000033378601
154,1999,142,516,228,0.43540000915527344
154,2000,106,516,463,0.6775000095367432
155,1997,110,663,432,0.5013999938964844
155,1998,103,663,521,0.5368000268936157
155,1999,99,663,623,0.5182999968528748
155,2000,103,663,646,0.5490000247955322
156,1997,133,967,451,0.3815999925136566
156,1998,132,967,538,0.6154999732971191
156,1999,140,967,499,0.6815000176429749
156,2000,153,967,477,0.6967999935150146
157,1997,158,2107,548,0.2721000015735626
157,1998,167,2107,651,0.4431000053882599
157,1999,152,2107,1068,0.47669997811317444
157,2000,159,2107,990,0.49729999899864197
158,1997,240,2330,976,0.49380001425743103
158,1998,223,2330,1068,0.45089998841285706
158,1999,215,2330,1409,0.34759998321533203
158,2000,218,2330,1440,0.4163999855518341
159,1997,70,495,598,0.8423000574111938
159,1998,76,495,637,0.8860999941825867
159,1999,74,495,684,0.8458000421524048
159,2000,77,495,684,0.8770999908447266
160,1997,174,946,238,0.6395999789237976
160,1998,139,946,430,0.6990000009536743
160,1999,134,946,396,0.6966000199317932
160,2000,142,946,411,0.6784999966621399
161,1997,288,936,256,0.8084999918937683
161,1998,277,936,314,0.8173999786376953
161,1999,293,936,271,0.8141000270843506
161,2000,278,936,300,0.7626999616622925
162,1997,84,587,723,0.854200005531311
162,1998,85,587,823,0.8903999924659729
162,1999,89,587,847,0.8698000311851501
162,2000,94,587,1014,0.8925999999046326
163,1997,129,998,462,0.4812999963760376
163,1998,124,998,465,0.49160000681877136
163,1999,120,998,577,0.5327000021934509
163,2000,131,998,649,0.5231999754905701
164,1997,149,182,507,0.5684999823570251
164,1998,146,182,467,0.5702999830245972
164,1999,152,182,470,0.5683000087738037
164,2000,178,182,369,0.6078000068664551
165,1997,156,1183,185,0.27799999713897705
165,1998,160,1183,187,0.26759999990463257
165,1999,154,1183,213,0.31360000371932983
165,2000,168,1183,211,0.3052000105381012
166,1997,132,1028,121,0.26680001616477966
166,1998,141,1028,124,0.31290000677108765
166,1999,142,1028,138,0.2679000198841095
166,2000,148,1028,128,0.2549000084400177
167,1997,194,2288,157,0.25360000133514404
167,1998,208,2288,125,0.21950000524520874
167,1999,184,2288,211,0.22709998488426208
167,2000,184,2288,235,0.27570000290870667
168,1997,110,787,1273,0.5367000102996826
168,1998,104,787,1356,0.6573000550270081
168,1999,104,787,1551,0.5839999914169312
168,2000,114,787,1643,0.6172999739646912
169,1997,162,1999,765,0.23120000958442688
169,1998,173,1999,835,0.41349998116493225
169,1999,164,1999,1059,0.42900002002716064
169,2000,171,1999,1108,0.4408999979496002
170,1997,218,2362,206,0.34139999747276306
170,1998,228,2362,237,0.2969000041484833
170,1999,191,2362,333,0.2963999807834625
170,2000,190,2362,347,0.20589999854564667
171,1997,55,328,1557,0.7223999500274658
171,1998,58,328,1864,0.6481999754905701
171,1999,60,328,1998,0.6951000094413757
171,2000,65,328,2165,0.6843000054359436
172,1997,165,1866,316,0.26109999418258667
172,1998,179,1866,275,0.2734000086784363
172,1999,161,1866,342,0.3027999997138977
172,2000,178,1866,354,0.2915000021457672
